ipc,cores,cpus,freq,tps,p_pkg,bench,ht
12.946733808029482,4,8,1800000,9593.078749140921,13.359802877024771,tatp,1
3.4983605644350284,1,1,2000000,2880.181457787238,7.0029528751788845,tatp,0
3.4499925383239756,1,2,2000000,2840.3603217468135,7.095487197907119,tatp,1
6.87215560218068,2,2,2000000,5657.808786678335,9.968494921467686,tatp,0
6.822477286529423,2,4,2000000,5616.908896298981,10.96747373343071,tatp,1
10.106409560583387,3,3,2000000,8320.55269462964,13.258849012457326,tatp,0
9.954986422242754,3,6,2000000,8195.886838353308,14.418554987542814,tatp,1
13.214710357988597,4,4,2000000,10879.60004181398,16.409154016212838,tatp,0
12.914328855334286,4,8,2000000,10632.297564475732,15.507499181721466,tatp,1
3.4919924998120457,1,1,2200000,3162.4325308350594,7.9051546417320875,tatp,0
3.4375912218833697,1,2,2200000,3113.1654230019517,7.992590193564606,tatp,1
6.85783415426814,2,2,2200000,6210.619817109176,11.446524090352753,tatp,0
6.8010955681943095,2,4,2200000,6159.235986713457,12.71910543698487,tatp,1
10.081885137684928,3,3,2200000,9130.398055916048,15.43303367274016,tatp,0
9.927601039681225,3,6,2200000,8990.674660019946,16.930746016666255,tatp,1
13.1776173943589,4,4,2200000,11933.967764553207,19.25463649003848,tatp,0
12.881923902639226,4,8,2200000,11666.180615118941,18.041150837396735,tatp,1
3.485624435189063,1,1,2400000,3443.635045204536,8.939718181588516,tatp,0
3.4251899054427355,1,2,2400000,3383.928536817145,9.019203433482954,tatp,1
6.843512706355561,2,2,2400000,6761.072693315074,13.130199815453743,tatp,0
6.779713849859544,2,4,2400000,6698.042386361839,14.742815132286863,tatp,1
10.05736071478653,3,3,2400000,9936.205252079506,17.92124509947749,tatp,0
9.900215657119755,3,6,2400000,9780.95323401961,19.85083296651657,tatp,1
13.140524430729332,4,4,2400000,12982.22779975762,22.52408701226647,tatp,0
12.849518949944045,4,8,2400000,12694.727901070326,20.962204106953855,tatp,1
3.4792563705660733,1,1,2600000,3723.7890008956583,10.106324272811776,tatp,0
3.4127885890020977,1,2,2600000,3652.649663192413,10.174491155249235,tatp,1
6.829191258442993,2,2,2600000,7309.167415296066,15.018556930860983,tatp,0
6.758332131524568,2,4,2600000,7233.328095243612,17.037016071545217,tatp,1
10.032836291888131,3,3,2600000,10737.974283119966,20.721626270654752,tatp,0
9.872830274558169,3,6,2600000,10566.722560352122,23.177759272236933,tatp,1
13.103431467099657,4,4,2600000,14024.380147427002,26.214752895896318,tatp,0
12.817113997248857,4,8,2600000,13717.939422329984,24.272105253295898,tatp,1
3.4728883059431013,1,1,2800000,4002.8943979084543,11.404653693465512,tatp,0
3.4003872725615487,1,2,2800000,3919.3288021278613,11.457617596450575,tatp,1
6.814869810530478,2,2,2800000,7854.903983052208,17.110630270664764,tatp,0
6.73695041318954,2,4,2800000,7765.093113358907,19.60012150696914,tatp,1
10.00831186898979,3,3,2800000,11535.70514903749,23.832320164257887,tatp,0
9.845444891996554,3,6,2800000,11347.982639017559,26.910468368971017,tatp,1
13.066338503469982,4,4,2800000,15060.424807561447,30.32388145392816,tatp,0
12.784709044553683,4,8,2800000,14735.815178897934,27.972300539327215,tatp,1
3.466520241320108,1,1,3000000,4280.9512362428795,12.834387221613305,tatp,0
3.387985956120904,1,2,3000000,4183.965953623283,12.86774699467374,tatp,1
6.800548362617874,2,2,3000000,8398.282396583338,19.405454668955024,tatp,0
6.715568694854742,2,4,3000000,8293.337440708061,22.430544690768023,tatp,1
9.98378744609133,3,3,3000000,12329.39784983188,27.251469758271533,tatp,0
9.818059509435084,3,6,3000000,12124.733470016125,31.047903691861613,tatp,1
13.029245539840463,4,4,3000000,16090.361780161147,34.84871999936238,tatp,0
12.75230409185831,4,8,3000000,15748.355170773919,32.0642362279494,tatp,1
3.4601521766971324,1,1,3200000,4557.959515898981,14.395205635318819,tatp,0
3.375584639680291,1,2,3200000,4446.561117678824,14.404043587505898,tatp,1
6.7862269147053595,2,2,3200000,8939.302655889665,21.902064959822354,tatp,0
6.694186976519823,2,4,3200000,8818.061077290668,25.526698875150494,tatp,1
9.959263023192843,3,3,3200000,13119.052385503222,30.97721803068167,tatp,0
9.790674126873402,3,6,3200000,12896.975053347387,35.58900867605208,tatp,1
12.992152576210945,4,4,3200000,17114.191065225936,39.786515845198544,tatp,0
12.719899139163143,4,8,3200000,16755.559397958416,36.54935858206729,tatp,1
3.4537841120741284,1,1,3400000,4833.919236876698,16.08678971264559,tatp,0
3.363183323239685,1,2,3400000,4707.114294294457,16.065671612534032,tatp,1
6.771905466792763,2,2,3400000,9477.964760970975,24.599495977356522,tatp,0
6.6728052581847415,2,4,3400000,9339.264023106636,28.886997312325235,tatp,1
9.934738600294477,3,3,3400000,13904.668756051718,35.00770795947406,tatp,0
9.763288744311996,3,6,3400000,13664.707389011975,40.53272675668628,tatp,1
12.955059612581213,4,4,3400000,18131.91266275552,45.134516304435884,tatp,0
12.687494186467891,4,8,3400000,17757.42786045108,41.42911386458345,tatp,1
